date,T_AMB,P_AMB,CMP_SPEED,CDP,GGDP,HPT_IT,CDT,LPT_IT,EXH_T,RH,WAR,POWER
2021-01-01,-13.661107790418804,0.999286493689437,0.0,0.999286493689437,0.999286493689437,,-13.661107790418804,,,100.0,1.1632665540515278e-05,
2021-01-02,-13.094774402458514,0.999388546798118,0.0,0.999388546798118,0.999388546798118,,-13.094774402458514,,,100.0,1.225460969994132e-05,
2021-01-03,-10.99524227595952,0.99932276010624,0.0,0.99932276010624,0.99932276010624,,-10.99524227595952,,,95.88433836633584,1.418136435588334e-05,
2021-01-04,-9.750548495432012,0.999299534157487,6246.832042934321,8.112812131278844,2.572978721897001,907.0442196456006,193.12164196454967,582.44871490963,347.1285997818687,86.24217671290033,1.4254451818136794e-05,17027.38857447139
2021-01-05,-10.442243788378743,0.9988706646298504,9912.274901593208,12.237686042123348,3.4961743249495183,905.8339793655796,312.56885390243184,582.8228816747687,348.31044892018684,92.00538437179036,1.429871828608149e-05,16828.817824211907
2021-01-06,-12.434246939726693,0.999224095960323,9765.676668894688,12.033036720714202,3.4675176499014544,900.812585736132,307.283591218897,581.0947475775082,348.4491785331965,99.96463772139889,1.3012330682913278e-05,16513.145131882622
2021-01-07,-13.865065330994694,0.9992113600786698,8972.249187966723,11.23744925801126,3.2795115221350506,892.1293803343628,278.08930364999327,573.633705082376,342.1897468456025,100.0,1.1420602076946236e-05,16635.21441497421
2021-01-08,-13.21023886274264,0.9992715258381843,0.0,0.9992715258381843,0.9992715258381843,,-13.21023886274264,,,100.0,1.213139133996809e-05,
2021-01-09,-11.190043985368224,0.9993109589451142,0.0,0.9993109589451142,0.9993109589451142,,-11.190043985368224,,,97.07562231909404,1.4113910578414588e-05,
2021-01-10,-9.826139352347878,0.9987365702985626,0.0,0.9987365702985626,0.9987365702985626,,-9.826139352347878,,,85.91749136973006,1.4114084159370974e-05,
2021-01-11,-10.605635756781522,0.9988605604594246,0.0,0.9988605604594246,0.9988605604594246,,-10.605635756781522,,,92.17278319954433,1.4113410186837642e-05,
2021-01-12,-12.553587274845263,0.999006781348334,0.0,0.999006781348334,0.999006781348334,,-12.553587274845263,,,99.92969242127548,1.2876592628159272e-05,
2021-01-13,-13.917481938549566,0.9990219949347356,0.0,0.9990219949347356,0.9990219949347356,,-13.917481938549566,,,100.0,1.1368758739936895e-05,
2021-01-14,-13.394288406065698,0.9988433859067816,4400.990487951896,3.99857651731588,1.9253837890985388,1087.0287806109502,177.35929892523555,832.6906641692153,625.9203076097479,100.0,1.193682957562853e-05,6525.994099954043
2021-01-15,-11.244630348895043,0.999166567147152,5615.834047158733,4.621387105672258,2.148842467307642,1116.2758859662529,237.29265043643852,867.7386051809194,663.6592507972427,96.29530783892749,1.39288445368368e-05,5931.427314729229
2021-01-16,-10.123145988830316,0.9991036179013494,5612.624738860445,4.591032307128795,2.14170654103594,1123.97264481321,238.77089574179388,875.0786030825857,670.5245790388368,87.39352115271798,1.3976017246071853e-05,5897.622331387872
2021-01-17,-10.745379676604207,0.998995339972046,5575.320364955661,4.554474777473348,2.1330453699985505,1122.9030822468446,236.75806039952812,875.3996421707121,671.7758196626913,92.60226274197493,1.4001039759423115e-05,5830.653611313225
2021-01-18,-12.65563263678068,0.9991170917029628,5570.448339413054,4.586646795405638,2.140693026353582,1111.4594575411531,233.78916533832287,865.0146595660494,662.4346097294255,99.7330035923589,1.27334153916216e-05,5863.77970656305
2021-01-19,-14.058361874696772,0.998912282299738,5581.868629078613,4.629137558460321,2.150369871999396,1102.0527199382543,232.066714034224,855.9276440293339,653.8526372797927,100.0,1.1225146038745536e-05,5919.650005335483
2021-01-20,-13.48801041577348,0.9995660341853428,5590.797789753688,4.6302911354272025,2.151341844358403,1104.111238283522,232.9882669038315,857.634960963917,655.2684931094069,100.0,1.1823818171096996e-05,5925.696241902259
2021-01-21,-11.468588945700064,0.99867502026791,5595.347584530788,4.59508285720229,2.142192146213619,1117.3111386068526,236.38550683913363,869.4570428220189,665.7838211489127,96.8646542211359,1.3745341104928575e-05,5890.507208320556
2021-01-22,-10.334519343897172,0.9987913653903812,5137.952503079281,4.286216904767251,2.0448872432344487,1124.5223800975566,217.70725050705727,875.7495402601519,671.2560543006283,88.33769136277277,1.386776557531558e-05,5889.898132367424
2021-01-23,-10.777119685715876,0.998835018388716,0.0,0.998835018388716,0.998835018388716,,-10.777119685715876,,,91.81053905036042,1.384754691878186e-05,
2021-01-24,-12.797585280319105,0.999429047238274,0.0,0.999429047238274,0.999429047238274,,-12.797585280319105,,,100.0,1.2597207748486084e-05,
2021-01-25,-14.14881444109522,0.999061454262879,9157.754639717086,11.661861502902552,3.339560518116944,884.9180594917154,279.4427591046967,564.636342896306,332.93355860042243,100.0,1.1130216062683726e-05,17240.68914282882
2021-01-26,-13.492243653294272,0.9992313983965924,9883.092026039478,12.35198389271082,3.512938930286498,892.5701364496222,306.4687721843382,572.6091206119896,340.4749706526192,100.0,1.182697995246203e-05,16910.152626493356
2021-01-27,-11.56311002215481,0.9991204808461286,9719.14062684594,11.859056756715807,3.4421793115665142,909.0984590820104,308.61587559493813,588.9194734649176,355.4521088986706,96.549724210034,1.357381084168482e-05,16353.2630519387
2021-01-28,-10.307475834151129,0.998665218658522,9742.00236920731,11.823044264678783,3.436168188259298,914.4828440164551,311.11549148042974,593.0598767018744,358.6274047311892,87.15554996142934,1.3717872257445542e-05,16345.338226859332
2021-01-29,-10.866710740434982,0.9990456939094298,5857.365583942985,5.962804836107271,2.341537014320622,1012.3132296513594,217.7209074587096,723.5709750840188,499.6864948377972,91.87619718173282,1.373342912962362e-05,10101.14851840709
2021-01-30,-12.932642683365591,0.9993521637226572,7399.541133796393,7.333228914992009,2.7071080112476,1001.553675499707,274.4065419991501,714.2144908171912,491.64657251080575,99.9057211505559,1.243830633250847e-05,10167.74811513406
2021-01-31,-14.225958895464624,0.9986766840190308,7421.579094523484,7.407345359120629,2.719840448543677,993.7262829075962,272.58327654741555,706.9170474647159,485.0388726655335,100.0,1.1055358959102024e-05,10261.708924103046
2021-02-01,-13.65598865951435,0.9990923128196588,7433.8498643641615,7.405218683464493,2.720016694338247,996.321649950191,273.5790086555608,709.0866526351159,486.8424695444252,100.0,1.1653102405095392e-05,10272.737189620051
2021-02-02,-11.613523400038972,0.9987970713204706,7484.419748478803,7.411906744377119,2.720841026044287,1006.1042016119368,277.9992374262603,716.4914407856378,492.4447479220032,96.86496643064804,1.3566262962604911e-05,10331.246530255889
2021-02-03,-10.354707882374264,0.9987425524777296,7484.28988423619,7.366072485500593,2.712339957078161,1014.2430143102406,280.3294312527742,723.5588751750921,498.5092714110388,87.08710791069694,1.3650807372425044e-05,10294.658875135285
2021-02-04,-11.113940622315168,0.9992232917161612,7439.798796295333,7.316246702086101,2.703803382774611,1011.5840817553052,278.0978507121359,722.372290420854,498.266239437248,92.9936711283326,1.3602727017755808e-05,10207.700118655295
2021-02-05,-12.896413105432094,0.9993601651255234,7430.939723075222,7.360222456468564,2.712100255519406,1000.4757808674868,274.51654379425105,713.0628239678036,490.509114329506,99.67792295290656,1.2444433265186276e-05,10233.85789024831
2021-02-06,-14.250583802370723,0.9992938442775496,7455.64992749416,7.449264477967329,2.728367777150027,990.8246549329602,272.3555789865054,704.2184921440843,482.60033503783416,100.0,1.1022836062282167e-05,10333.09004319382
2021-02-07,-13.758748888248997,0.9988506026862028,7464.012855947664,7.441433610820618,2.7263290557865383,993.3898006858008,273.300340793355,706.3307110041968,484.33314350221735,100.0,1.1544514082263956e-05,10332.317598958369
2021-02-08,-11.804542537171145,0.9999942385484654,7447.235454625818,7.347644323392974,2.710639196747896,1005.7368609634582,276.3165755375756,717.6157428887113,494.4058467756508,96.40515704564136,1.3250621565424322e-05,10235.591094488878
2021-02-09,-10.478854802261514,0.9988884495035476,7448.135280029779,7.292454525804853,2.6989520307595414,1013.83077627749,278.6143383888188,724.7375830864097,500.5831483997271,87.06326454110022,1.349169904735408e-05,10183.973093163671
2021-02-10,-11.20992771827605,0.999377360202157,7424.023876514447,7.281803713565083,2.6976399424699893,1011.3126995050816,277.04576546158904,723.0570063252168,499.49095248799694,93.18692156588702,1.3510558988209103e-05,10156.28517837024
2021-02-11,-13.04930207465836,0.9989801955345686,7426.489610573389,7.34650555109343,2.7090433959587497,1000.6480889289612,273.88156535218,713.7172215021228,491.4199132988308,99.79643733956982,1.2295343134715288e-05,10218.455275519273
2021-02-12,-14.450285673076287,0.9992383400568896,4961.100347996805,5.279706981434624,2.1482832296031,992.4379092171704,176.37504521927372,706.1999128786455,484.7004046809892,100.0,1.0825346852341498e-05,10303.458676988384
2021-02-13,-13.751514653132178,0.998974307141844,0.0,0.998974307141844,0.998974307141844,,-13.751514653132178,,,100.0,1.1550850211238296e-05,
2021-02-14,-11.797151533913151,0.9990632794503304,0.0,0.9990632794503304,0.9990632794503304,,-11.797151533913151,,,96.6794137812978,1.3314494853303144e-05,
2021-02-15,-10.749091291996605,0.999157601510302,0.0,0.999157601510302,0.999157601510302,,-10.749091291996605,,,88.64574510019123,1.3407813612617089e-05,
2021-02-16,-11.330202106042089,0.9991675575003836,0.0,0.9991675575003836,0.9991675575003836,,-11.330202106042089,,,93.38836070759992,1.3405172205368967e-05,
2021-02-17,-13.288782041942332,0.9993394946011576,0.0,0.9993394946011576,0.9993394946011576,,-13.288782041942332,,,99.92040633184138,1.2044433200504538e-05,
2021-02-18,-14.50329958377281,0.9988351966777144,0.0,0.9988351966777144,0.9988351966777144,,-14.50329958377281,,,100.0,1.077518188827908e-05,
2021-02-19,-13.92768111133165,0.9985278693722924,5480.705649688139,4.4663420200633,2.111805620181307,1113.0407474033464,228.54271248872763,870.5703538032868,670.5131241909781,100.0,1.1374241322062908e-05,5684.698228809763
2021-02-20,-11.94511525719973,0.9986563230796428,5486.260707037502,4.434628772920029,2.104437500935528,1125.6423881597148,231.6599813379703,882.0372915645448,680.8571312766179,96.50177577419852,1.3118266926212552e-05,5654.860719846026
2021-02-21,-10.720238839079926,0.9988954692463552,5425.215631927656,4.337994509039544,2.08126218710318,1137.5160651515555,231.5241700806399,895.2716562318359,694.6494120586868,87.41082214158384,1.325667751208272e-05,5501.9793130223625
2021-02-22,-11.443765116540757,0.9986698235101892,5175.762873871032,4.044927264492451,2.0098591060582085,1150.7090398450964,222.76024048746527,916.5050342410904,720.8243689761936,93.18638631414774,1.3240081632127262e-05,4994.947711136139
2021-02-23,-13.309969830662643,0.998945939568408,5199.932899039053,4.106205285768625,2.0252965911107608,1136.4733745131468,220.76303064560577,902.400374036878,707.1968437116033,99.9017434460672,1.2020329104374612e-05,5081.288833551581
2021-02-24,-14.685989524203611,0.999264152022072,5208.396362638695,4.13841648699568,2.0335589007464856,1125.4971379183853,218.7566061474163,892.0545422467654,697.5750716578392,100.0,1.0592300024650168e-05,5121.833320464061
2021-02-25,-13.96984573649749,0.9989330639351676,5114.521572990517,4.011583568966453,2.0016347161322887,1137.4074344501714,216.76105157358745,906.6765371400866,713.6994604040541,100.0,1.1320522132860151e-05,4914.461602225619
2021-02-26,-12.111950004929003,0.9988386529055626,4993.684851352064,3.8388591323066414,1.9581511056553669,1158.8496369028976,215.48912168772105,931.2485652102476,739.823027238599,97.70463279295896,1.3080893218631622e-05,4634.6177978277
2021-02-27,-10.856683430847417,0.9989442315069144,5009.347124215156,3.837293917478201,1.957860058793585,1165.741469223821,217.78780598469828,937.0969798082753,744.7852898821747,88.04329003086843,1.3191464801158524e-05,4642.924867036347
2021-02-28,-11.413452294327186,0.9991522438667604,5062.260189603953,3.906753865927631,1.9757109871147207,1157.523674517284,218.71830158805489,927.3919206349016,734.2782611723054,92.79537496963434,1.3213324103227028e-05,4758.955368005528
