date,T_AMB,P_AMB,CMP_SPEED,CDP,GGDP,HPT_IT,CDT,LPT_IT,EXH_T,RH,WAR,POWER
2021-01-01,18.34213006142135,0.9727552258861925,0.0,0.9727552258861925,0.9727552258861925,,18.34213006142135,,,75.95829561807432,0.0001019667140856,
2021-01-02,19.38564803461068,0.9731160345293528,0.0,0.9731160345293528,0.9731160345293528,,19.38564803461068,,,71.82408408304008,0.0001026718874299,
2021-01-03,25.41640888131585,0.9726167322173144,0.0,0.9726167322173144,0.9726167322173144,,25.41640888131585,,,49.74582902457475,0.0001026185087603,
2021-01-04,30.131699336458013,0.9732980864010456,0.0,0.9732980864010456,0.9732980864010456,,30.131699336458013,,,36.97199816837324,0.0001009962652896,
2021-01-05,29.04077359053464,0.9731486843428528,0.0,0.9731486843428528,0.9731486843428528,,29.04077359053464,,,39.63293001529072,0.0001013795112196,
2021-01-06,23.19596084499922,0.9729453812957204,0.0,0.9729453812957204,0.9729453812957204,,23.19596084499922,,,56.29407007636771,0.000101387202039,
2021-01-07,18.336833407398576,0.9728467985381676,0.0,0.9728467985381676,0.9728467985381676,,18.336833407398576,,,76.10767950729117,0.0001021165481606,
2021-01-08,19.38559543953537,0.9724986511234291,833.3333333333334,1.7472307512509913,1.1548138332134632,1065.2684073428877,48.26891078764508,718.6686231655709,461.825099516937,71.11946863398542,0.000101731209869,15027.39634405428
2021-01-09,25.393109753488574,0.9730484730843284,9939.106250824074,10.007595576498083,3.120481005496868,1087.5091813984614,374.3893424246249,738.5129487273251,479.0332518534221,49.39428730258327,0.0001015636573928,14749.23915000634
2021-01-10,30.298358391508454,0.9730555743202548,9943.12426476893,9.806400620872347,3.089032773085314,1114.4418930452618,383.53317536021206,761.2070760765582,497.8943736422871,37.36372575208335,0.0001031246277725,14578.232277585808
2021-01-11,29.0479513210526,0.9726140081977976,9899.06943268992,9.774848713605204,3.0833562190961143,1109.6805822276312,380.5622031705989,758.166330378085,496.0069940699662,39.87541291702775,0.0001020742559159,14503.740842627752
2021-01-12,23.201271178744147,0.9731524251477018,9925.83364776218,10.086833501052054,3.1330146118018973,1076.5592131021692,370.154374645881,729.6061096350321,471.8411738528648,56.71505376746216,0.0001021634686181,14800.722150444992
2021-01-13,18.3384019260866,0.9724633705613912,9974.853709479195,10.38855722324179,3.178403453044538,1047.8930118537778,361.61079458697054,704.6206191928937,450.54851949736513,75.92177592205523,0.0001019270188326,15100.69129565286
2021-01-14,19.44242506974756,0.9725635592808832,9977.145001199544,10.34148037784991,3.171371750442954,1052.887574209473,363.5214122843311,708.8085869948897,454.0115287026703,70.89678396905886,0.0001017356141708,15056.573987879989
2021-01-15,25.448515831064185,0.972907202423446,9905.594909120276,9.943778728926182,3.1103232501346443,1088.6876519350114,373.8163671152416,740.3198006508338,481.068215295775,49.52366100038964,0.0001020347030204,14649.874423882267
2021-01-16,30.20551554859968,0.9728931421339148,9924.290496712712,9.773751583324076,3.083629357401272,1114.4878490631377,382.9972055227494,761.6961590889878,498.5981217518311,37.300953204687374,0.0001023831518971,14527.09542126611
2021-01-17,29.06171213934932,0.9728890563611452,9969.154083584366,9.899743828133277,3.103428852779876,1106.394672063332,381.3961673207874,754.0602168818936,491.7120418342347,39.558479825887495,0.0001013792433174,14682.049986329544
2021-01-18,23.0463218547735,0.9724848735513768,9960.322002300907,10.141025540249595,3.1403650198928674,1073.425363082017,370.01802453349904,726.4536604032915,468.8865408958652,56.87339232300079,0.0001014484116119,14874.048250087588
2021-01-19,18.261238520829824,0.9729432938028898,9910.489946430447,10.268982608776266,3.160873652016663,1048.639297113236,360.317391225826,706.5831444082401,453.0452683217305,76.51521712608594,0.0001021359328989,14927.25351945796
2021-01-20,19.41447619356298,0.9730148323066468,9830.388307243556,10.0653692225085,3.1294244073133526,1058.3387235543337,361.4822501584149,716.2709495894816,462.0846892556195,70.60767818894301,0.00010115825701,14678.094571727395
